Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Sign Up,Chrome 95.0.4638.54,,,2021-10-30 15:57:47,2021-10-30 15:59:23,1m - 36.039s,FAILED
,,,,,,,
Test Cases/Sign Up Brick - Failed,Chrome 95.0.4638.54,,,2021-10-30 15:57:47,2021-10-30 15:58:09,21.158s,PASSED
"openBrowser("""")",Chrome 95.0.4638.54,,,2021-10-30 15:57:48,2021-10-30 15:57:53,4.625s,PASSED
navigateToUrl(url),Chrome 95.0.4638.54,,,2021-10-30 15:57:53,2021-10-30 15:57:56,3.321s,PASSED
"click(findTestObject(""Page_Brick Sign Up Form/registerBtn""))",Chrome 95.0.4638.54,,,2021-10-30 15:57:56,2021-10-30 15:57:57,0.481s,PASSED
"verifyElementVisible(findTestObject(""Page_Brick Sign Up Form/errorFirstName""), CONTINUE_ON_FAILURE)",Chrome 95.0.4638.54,,,2021-10-30 15:57:57,2021-10-30 15:57:57,0.473s,PASSED
"verifyElementVisible(findTestObject(""Page_Brick Sign Up Form/errorLastName""), CONTINUE_ON_FAILURE)",Chrome 95.0.4638.54,,,2021-10-30 15:57:57,2021-10-30 15:57:58,0.330s,PASSED
"verifyElementVisible(findTestObject(""Page_Brick Sign Up Form/errorEmail""), CONTINUE_ON_FAILURE)",Chrome 95.0.4638.54,,,2021-10-30 15:57:58,2021-10-30 15:57:58,0.329s,PASSED
"verifyElementVisible(findTestObject(""Page_Brick Sign Up Form/errorPass""), CONTINUE_ON_FAILURE)",Chrome 95.0.4638.54,,,2021-10-30 15:57:58,2021-10-30 15:57:58,0.343s,PASSED
"verifyElementVisible(findTestObject(""Page_Brick Sign Up Form/errorConfirmPass""), CONTINUE_ON_FAILURE)",Chrome 95.0.4638.54,,,2021-10-30 15:57:58,2021-10-30 15:57:59,0.338s,PASSED
"setText(findTestObject(""Page_Brick Sign Up Form/firstNameField""), ""aisyah"")",Chrome 95.0.4638.54,,,2021-10-30 15:57:59,2021-10-30 15:57:59,0.759s,PASSED
"setText(findTestObject(""Page_Brick Sign Up Form/lastNameField""), ""syahidah"")",Chrome 95.0.4638.54,,,2021-10-30 15:57:59,2021-10-30 15:58:00,0.861s,PASSED
"setText(findTestObject(""Page_Brick Sign Up Form/emailField""), ""aisyah87$%@gmail.com"")",Chrome 95.0.4638.54,,,2021-10-30 15:58:00,2021-10-30 15:58:01,0.788s,PASSED
"click(findTestObject(""Page_Brick Sign Up Form/errorEmail""))",Chrome 95.0.4638.54,,,2021-10-30 15:58:01,2021-10-30 15:58:02,0.558s,PASSED
"setText(findTestObject(""Page_Brick Sign Up Form/emailField""), ""aisyah@gmail.c"")",Chrome 95.0.4638.54,,,2021-10-30 15:58:02,2021-10-30 15:58:02,0.925s,PASSED
"click(findTestObject(""Page_Brick Sign Up Form/errorEmail""))",Chrome 95.0.4638.54,,,2021-10-30 15:58:02,2021-10-30 15:58:03,0.528s,PASSED
"setText(findTestObject(""Page_Brick Sign Up Form/emailField""), ""aisyah@gmail.com"")",Chrome 95.0.4638.54,,,2021-10-30 15:58:03,2021-10-30 15:58:04,1.018s,PASSED
"setText(findTestObject(""Page_Brick Sign Up Form/phoneNumberField""), ""+6282643767"")",Chrome 95.0.4638.54,,,2021-10-30 15:58:04,2021-10-30 15:58:05,0.842s,PASSED
"setText(findTestObject(""Page_Brick Sign Up Form/addressField""), ""sawangan"")",Chrome 95.0.4638.54,,,2021-10-30 15:58:05,2021-10-30 15:58:05,0.626s,PASSED
"setEncryptedText(findTestObject(""Page_Brick Sign Up Form/passField""), ""NOZHw6sL/1I="")",Chrome 95.0.4638.54,,,2021-10-30 15:58:05,2021-10-30 15:58:06,0.596s,PASSED
"verifyElementVisible(findTestObject(""Page_Brick Sign Up Form/errorPass""), CONTINUE_ON_FAILURE)",Chrome 95.0.4638.54,,,2021-10-30 15:58:06,2021-10-30 15:58:07,0.520s,PASSED
"setEncryptedText(findTestObject(""Page_Brick Sign Up Form/passField""), ""8SQVv/p9jVScEs4/2CZsLw=="")",Chrome 95.0.4638.54,,,2021-10-30 15:58:07,2021-10-30 15:58:07,0.349s,PASSED
"setEncryptedText(findTestObject(""Page_Brick Sign Up Form/confirmPassField""), ""NOZHw6sL/1I="")",Chrome 95.0.4638.54,,,2021-10-30 15:58:07,2021-10-30 15:58:08,0.594s,PASSED
"click(findTestObject(""Page_Brick Sign Up Form/registerBtn""))",Chrome 95.0.4638.54,,,2021-10-30 15:58:08,2021-10-30 15:58:08,0.557s,PASSED
"verifyElementVisible(findTestObject(""Page_Brick Sign Up Form/errorConfirmPass""))",Chrome 95.0.4638.54,,,2021-10-30 15:58:08,2021-10-30 15:58:09,0.435s,PASSED
,,,,,,,
Test Cases/Sign Up Brick - Success,Chrome 95.0.4638.54,,,2021-10-30 15:58:09,2021-10-30 15:58:47,38.072s,PASSED
"openBrowser("""")",Chrome 95.0.4638.54,,,2021-10-30 15:58:09,2021-10-30 15:58:11,1.923s,PASSED
navigateToUrl(url),Chrome 95.0.4638.54,,,2021-10-30 15:58:11,2021-10-30 15:58:20,8.995s,PASSED
"setText(findTestObject(""Page_Brick Sign Up Form/firstNameField""), ""Aisyah"")",Chrome 95.0.4638.54,,,2021-10-30 15:58:20,2021-10-30 15:58:21,0.646s,PASSED
"setText(findTestObject(""Page_Brick Sign Up Form/lastNameField""), ""Syahidah"")",Chrome 95.0.4638.54,,,2021-10-30 15:58:21,2021-10-30 15:58:21,0.910s,PASSED
"setText(findTestObject(""Page_Brick Sign Up Form/emailField""), ""aisyah65@gmail.com"")",Chrome 95.0.4638.54,,,2021-10-30 15:58:21,2021-10-30 15:58:22,0.747s,PASSED
"setText(findTestObject(""Page_Brick Sign Up Form/phoneNumberField""), ""+6285747026"")",Chrome 95.0.4638.54,,,2021-10-30 15:58:22,2021-10-30 15:58:23,0.940s,PASSED
"setText(findTestObject(""Page_Brick Sign Up Form/addressField""), ""sawangan"")",Chrome 95.0.4638.54,,,2021-10-30 15:58:23,2021-10-30 15:58:24,0.623s,PASSED
"setEncryptedText(findTestObject(""Page_Brick Sign Up Form/passField""), ""8SQVv/p9jVScEs4/2CZsLw=="")",Chrome 95.0.4638.54,,,2021-10-30 15:58:24,2021-10-30 15:58:24,0.525s,PASSED
"setEncryptedText(findTestObject(""Page_Brick Sign Up Form/confirmPassField""), ""8SQVv/p9jVScEs4/2CZsLw=="")",Chrome 95.0.4638.54,,,2021-10-30 15:58:24,2021-10-30 15:58:25,0.506s,PASSED
"click(findTestObject(""Page_Brick Sign Up Form/registerBtn""))",Chrome 95.0.4638.54,,,2021-10-30 15:58:25,2021-10-30 15:58:46,20.729s,PASSED
"verifyElementVisible(findTestObject(""Page_Brick Sign Up Form/successMsg""))",Chrome 95.0.4638.54,,,2021-10-30 15:58:46,2021-10-30 15:58:46,0.461s,PASSED
"verifyElementVisible(findTestObject(""Page_Brick Sign Up Form/checkEmailNotice""))",Chrome 95.0.4638.54,,,2021-10-30 15:58:46,2021-10-30 15:58:46,0.325s,PASSED
"click(findTestObject(""Page_Brick Sign Up Form/okBtn""))",Chrome 95.0.4638.54,,,2021-10-30 15:58:46,2021-10-30 15:58:47,0.341s,PASSED
,,,,,,,
Test Cases/Sign Up Brick - Error Email,Chrome 95.0.4638.54,,,2021-10-30 15:58:47,2021-10-30 15:59:23,36.311s,FAILED
"openBrowser("""")",Chrome 95.0.4638.54,,,2021-10-30 15:58:47,2021-10-30 15:58:49,1.948s,PASSED
navigateToUrl(url),Chrome 95.0.4638.54,,,2021-10-30 15:58:49,2021-10-30 15:59:17,27.756s,PASSED
"setText(findTestObject(""Page_Brick Sign Up Form/firstNameField""), ""a"")",Chrome 95.0.4638.54,,,2021-10-30 15:59:17,2021-10-30 15:59:17,0.637s,PASSED
"setText(findTestObject(""Page_Brick Sign Up Form/lastNameField""), ""b"")",Chrome 95.0.4638.54,,,2021-10-30 15:59:17,2021-10-30 15:59:18,0.621s,PASSED
"setText(findTestObject(""Page_Brick Sign Up Form/emailField""), ""aisyah65@gmail.com"")",Chrome 95.0.4638.54,,,2021-10-30 15:59:18,2021-10-30 15:59:19,0.771s,PASSED
"setText(findTestObject(""Page_Brick Sign Up Form/phoneNumberField""), ""+62826532"")",Chrome 95.0.4638.54,,,2021-10-30 15:59:19,2021-10-30 15:59:20,0.948s,PASSED
"setEncryptedText(findTestObject(""Page_Brick Sign Up Form/passField""), ""p4y+y39Ir5MSxNs1t5lTZQ=="")",Chrome 95.0.4638.54,,,2021-10-30 15:59:20,2021-10-30 15:59:20,0.406s,PASSED
