Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Sign Up,Chrome 95.0.4638.54,,,2021-10-30 16:26:28,2021-10-30 16:27:18,49.770s,PASSED
,,,,,,,
Test Cases/Sign Up Brick - Failed,Chrome 95.0.4638.54,,,2021-10-30 16:26:28,2021-10-30 16:26:48,20.109s,PASSED
"openBrowser("""")",Chrome 95.0.4638.54,,,2021-10-30 16:26:29,2021-10-30 16:26:32,3.067s,PASSED
navigateToUrl(url),Chrome 95.0.4638.54,,,2021-10-30 16:26:32,2021-10-30 16:26:35,3.103s,PASSED
"click(findTestObject(""Page_Brick Sign Up Form/registerBtn""))",Chrome 95.0.4638.54,,,2021-10-30 16:26:35,2021-10-30 16:26:35,0.553s,PASSED
"verifyElementVisible(findTestObject(""Page_Brick Sign Up Form/errorFirstName""), CONTINUE_ON_FAILURE)",Chrome 95.0.4638.54,,,2021-10-30 16:26:35,2021-10-30 16:26:36,0.532s,PASSED
"verifyElementVisible(findTestObject(""Page_Brick Sign Up Form/errorLastName""), CONTINUE_ON_FAILURE)",Chrome 95.0.4638.54,,,2021-10-30 16:26:36,2021-10-30 16:26:36,0.372s,PASSED
"verifyElementVisible(findTestObject(""Page_Brick Sign Up Form/errorEmail""), CONTINUE_ON_FAILURE)",Chrome 95.0.4638.54,,,2021-10-30 16:26:36,2021-10-30 16:26:37,0.386s,PASSED
"verifyElementVisible(findTestObject(""Page_Brick Sign Up Form/errorPass""), CONTINUE_ON_FAILURE)",Chrome 95.0.4638.54,,,2021-10-30 16:26:37,2021-10-30 16:26:37,0.380s,PASSED
"verifyElementVisible(findTestObject(""Page_Brick Sign Up Form/errorConfirmPass""), CONTINUE_ON_FAILURE)",Chrome 95.0.4638.54,,,2021-10-30 16:26:37,2021-10-30 16:26:38,0.375s,PASSED
"setText(findTestObject(""Page_Brick Sign Up Form/firstNameField""), ""aisyah"")",Chrome 95.0.4638.54,,,2021-10-30 16:26:38,2021-10-30 16:26:38,0.752s,PASSED
"setText(findTestObject(""Page_Brick Sign Up Form/lastNameField""), ""syahidah"")",Chrome 95.0.4638.54,,,2021-10-30 16:26:38,2021-10-30 16:26:39,0.868s,PASSED
"setText(findTestObject(""Page_Brick Sign Up Form/emailField""), ""aisyah87$%@gmail.com"")",Chrome 95.0.4638.54,,,2021-10-30 16:26:39,2021-10-30 16:26:40,0.948s,PASSED
"click(findTestObject(""Page_Brick Sign Up Form/errorEmail""))",Chrome 95.0.4638.54,,,2021-10-30 16:26:40,2021-10-30 16:26:41,0.527s,PASSED
"setText(findTestObject(""Page_Brick Sign Up Form/emailField""), ""aisyah@gmail.c"")",Chrome 95.0.4638.54,,,2021-10-30 16:26:41,2021-10-30 16:26:42,1.025s,PASSED
"click(findTestObject(""Page_Brick Sign Up Form/errorEmail""))",Chrome 95.0.4638.54,,,2021-10-30 16:26:42,2021-10-30 16:26:42,0.473s,PASSED
"setText(findTestObject(""Page_Brick Sign Up Form/emailField""), ""aisyah@gmail.com"")",Chrome 95.0.4638.54,,,2021-10-30 16:26:42,2021-10-30 16:26:43,1.011s,PASSED
"setText(findTestObject(""Page_Brick Sign Up Form/phoneNumberField""), ""+6282643767"")",Chrome 95.0.4638.54,,,2021-10-30 16:26:43,2021-10-30 16:26:44,0.831s,PASSED
"setText(findTestObject(""Page_Brick Sign Up Form/addressField""), ""sawangan"")",Chrome 95.0.4638.54,,,2021-10-30 16:26:44,2021-10-30 16:26:45,0.708s,PASSED
"setEncryptedText(findTestObject(""Page_Brick Sign Up Form/passField""), ""NOZHw6sL/1I="")",Chrome 95.0.4638.54,,,2021-10-30 16:26:45,2021-10-30 16:26:45,0.616s,PASSED
"verifyElementVisible(findTestObject(""Page_Brick Sign Up Form/errorPass""), CONTINUE_ON_FAILURE)",Chrome 95.0.4638.54,,,2021-10-30 16:26:45,2021-10-30 16:26:46,0.458s,PASSED
"setEncryptedText(findTestObject(""Page_Brick Sign Up Form/passField""), ""8SQVv/p9jVScEs4/2CZsLw=="")",Chrome 95.0.4638.54,,,2021-10-30 16:26:46,2021-10-30 16:26:46,0.417s,PASSED
"setEncryptedText(findTestObject(""Page_Brick Sign Up Form/confirmPassField""), ""NOZHw6sL/1I="")",Chrome 95.0.4638.54,,,2021-10-30 16:26:46,2021-10-30 16:26:47,0.564s,PASSED
"click(findTestObject(""Page_Brick Sign Up Form/registerBtn""))",Chrome 95.0.4638.54,,,2021-10-30 16:26:47,2021-10-30 16:26:47,0.508s,PASSED
"verifyElementVisible(findTestObject(""Page_Brick Sign Up Form/errorConfirmPass""))",Chrome 95.0.4638.54,,,2021-10-30 16:26:47,2021-10-30 16:26:48,0.477s,PASSED
closeBrowser(),Chrome 95.0.4638.54,,,2021-10-30 16:26:48,2021-10-30 16:26:48,0.641s,PASSED
,,,,,,,
Test Cases/Sign Up Brick - Success,Chrome 95.0.4638.54,,,2021-10-30 16:26:48,2021-10-30 16:27:05,16.964s,PASSED
"openBrowser("""")",Chrome 95.0.4638.54,,,2021-10-30 16:26:49,2021-10-30 16:26:50,1.395s,PASSED
navigateToUrl(url),Chrome 95.0.4638.54,,,2021-10-30 16:26:50,2021-10-30 16:26:56,6.215s,PASSED
"setText(findTestObject(""Page_Brick Sign Up Form/firstNameField""), ""Aisyah"")",Chrome 95.0.4638.54,,,2021-10-30 16:26:56,2021-10-30 16:26:57,0.758s,PASSED
"setText(findTestObject(""Page_Brick Sign Up Form/lastNameField""), ""Syahidah"")",Chrome 95.0.4638.54,,,2021-10-30 16:26:57,2021-10-30 16:26:58,0.704s,PASSED
"randomMail = RandomStringUtils.randomAlphanumeric(10) + ""@mymail.com""",Chrome 95.0.4638.54,,,2021-10-30 16:26:58,2021-10-30 16:26:58,0.014s,PASSED
"map.put(""email"", randomMail)",Chrome 95.0.4638.54,,,2021-10-30 16:26:58,2021-10-30 16:26:58,0.025s,PASSED
"setText(findTestObject(""Page_Brick Sign Up Form/emailField""), randomMail)",Chrome 95.0.4638.54,,,2021-10-30 16:26:58,2021-10-30 16:26:59,1.034s,PASSED
"setText(findTestObject(""Page_Brick Sign Up Form/phoneNumberField""), ""+6285747026"")",Chrome 95.0.4638.54,,,2021-10-30 16:26:59,2021-10-30 16:27:00,1.105s,PASSED
"setText(findTestObject(""Page_Brick Sign Up Form/addressField""), ""sawangan"")",Chrome 95.0.4638.54,,,2021-10-30 16:27:00,2021-10-30 16:27:01,0.750s,PASSED
"setEncryptedText(findTestObject(""Page_Brick Sign Up Form/passField""), ""8SQVv/p9jVScEs4/2CZsLw=="")",Chrome 95.0.4638.54,,,2021-10-30 16:27:01,2021-10-30 16:27:01,0.586s,PASSED
"setEncryptedText(findTestObject(""Page_Brick Sign Up Form/confirmPassField""), ""8SQVv/p9jVScEs4/2CZsLw=="")",Chrome 95.0.4638.54,,,2021-10-30 16:27:01,2021-10-30 16:27:02,0.623s,PASSED
"click(findTestObject(""Page_Brick Sign Up Form/registerBtn""))",Chrome 95.0.4638.54,,,2021-10-30 16:27:02,2021-10-30 16:27:03,1.250s,PASSED
"verifyEqual(getText(findTestObject(""Page_Brick Sign Up Form/successMsg"")), ""Success"")",Chrome 95.0.4638.54,,,2021-10-30 16:27:03,2021-10-30 16:27:04,0.584s,PASSED
"verifyElementVisible(findTestObject(""Page_Brick Sign Up Form/checkEmailNotice""))",Chrome 95.0.4638.54,,,2021-10-30 16:27:04,2021-10-30 16:27:04,0.424s,PASSED
"click(findTestObject(""Page_Brick Sign Up Form/okBtn""))",Chrome 95.0.4638.54,,,2021-10-30 16:27:04,2021-10-30 16:27:05,0.384s,PASSED
closeBrowser(),Chrome 95.0.4638.54,,,2021-10-30 16:27:05,2021-10-30 16:27:05,0.651s,PASSED
,,,,,,,
Test Cases/Sign Up Brick - Error Email,Chrome 95.0.4638.54,,,2021-10-30 16:27:05,2021-10-30 16:27:18,12.297s,PASSED
"openBrowser("""")",Chrome 95.0.4638.54,,,2021-10-30 16:27:06,2021-10-30 16:27:07,1.397s,PASSED
navigateToUrl(url),Chrome 95.0.4638.54,,,2021-10-30 16:27:07,2021-10-30 16:27:10,2.962s,PASSED
